SYMBOL,baseMean,log2FoldChange,pvalue,padj
ZNF577,49.0685553,0.597388004,0.832413264,2.60577E-09
RIC8B,49.0850795,0.316356014,0.851503337,2.60577E-09
CEP44,49.09560867,0.199573845,0.962167945,2.60577E-09
BSCL2,49.09621789,-0.395173245,0.938372871,2.60577E-09
TRADD,49.13768484,0.839283864,0.639560987,2.60577E-09
USP50,49.18110408,-0.729178528,0.71629965,2.60577E-09
TXNRD2,49.18740521,0.329473481,0.932653155,2.60577E-09
NAAA,49.19126301,-0.134727681,0.984185735,2.60577E-09
ING5,49.19251258,0.179385469,0.964273019,2.60577E-09
NOL4L.AS1,49.22404152,1.453688957,0.258210376,2.60577E-09
MICU1,49.2256663,0.675626132,0.747679431,2.60577E-09
HERC2P3.1,49.25512309,-0.294049904,0.858452392,2.60577E-09
SEC22A,49.2689665,0.369394698,0.929556389,2.60577E-09
PRDM11,49.32684319,-0.357231235,0.893872119,2.60577E-09
SRXN1,49.36569381,1.750538373,0.048007703,2.60577E-09
DBT,49.36615577,-0.329578605,0.958920183,2.60577E-09
SPDYE2,49.37633867,-0.565998889,0.725856869,2.60577E-09
ZNF668,49.41519524,0.361007126,0.92240934,2.60577E-09
METRN,49.45515275,1.999185485,0.039466085,2.60577E-09
ENTPD5,49.47372274,0.646454768,0.776799364,2.60577E-09
PKD1P6,49.48403271,0.771432164,0.676230483,2.60577E-09
GPR35,49.50293741,-0.622584543,0.799868607,2.60577E-09
PRAF2,49.50365204,-0.190711947,0.993125881,2.60577E-09
ZKSCAN2,49.50713919,0.023503723,0.993778321,2.60577E-09
MAMDC4,49.52533666,0.30108391,0.918129175,2.60577E-09
ZNF561.AS1,49.53537911,-0.2742525,0.933746929,2.60577E-09
FANCD2,49.54912791,0.127151701,0.955535858,2.60577E-09
AP4B1.AS1,49.55037202,0.779579761,0.705161049,2.60577E-09
MZT2A,49.56363788,0.225260563,0.94028774,2.60577E-09
UXT,49.57135928,-0.336712829,0.949537241,2.60577E-09
ENSG00000279819,49.58011373,0.405758988,0.88851926,2.60577E-09
CASP7,49.59787481,-0.056793609,0.994999633,2.60577E-09
LPAR6,49.60088528,0.86905308,0.584844523,2.60577E-09
DDX11L5,49.62731899,0.491006182,0.885392923,2.60577E-09
PDXP,49.63738542,0.365099422,0.901501082,2.60577E-09
RPGR,49.64904627,-0.538920255,0.783318885,2.60577E-09
LRATD2,49.69349801,-1.09469276,0.430548286,2.60577E-09
SKP2,49.70033035,-0.484333537,0.861125774,2.60577E-09
ENSG00000298396,49.7049907,0.77440691,0.632877271,2.60577E-09
MYO1D,49.71841995,1.827414183,0.141002455,2.60577E-09
FUNDC2,49.71899388,0.613362523,0.859321629,2.60577E-09
IFT20,49.72514208,-0.106305674,0.97636285,2.60577E-09
FMNL1.AS1,49.73653063,0.2193929,0.95729081,2.60577E-09
CGAS,49.74670544,1.02272578,0.48536518,2.60577E-09
RNF217,49.74761197,-1.350266681,0.284777695,2.60577E-09
TMEM203,49.76234974,0.281675583,0.959243576,2.60577E-09
NDUFA3,49.7895501,0.572442539,0.825953843,2.60577E-09
RNU2.2,49.79143384,1.538424378,0.270320337,2.60577E-09
HDAC8,49.85408887,-0.406633308,0.868252738,2.60577E-09
FLVCR1,49.86075209,0.858186513,0.590383875,2.60577E-09
DYNLRB1,49.86393324,0.31549282,0.971377987,2.60577E-09
ENSG00000233912,49.86622295,-0.196594788,0.993315256,2.60577E-09
SPATA2L,49.8789981,0.916563106,0.584141121,2.60577E-09
LRFN1,49.90781943,-0.416538032,0.903707794,2.60577E-09
SERF1B,49.95140285,1.271016524,0.413916513,2.60577E-09
ABAT,49.96348789,0.07396611,0.985272612,2.60577E-09
TXNDC5,49.98663871,-0.183567112,0.942753421,2.60577E-09
SLC52A2,49.99612169,-0.211262022,0.949300058,2.60577E-09
ZNF143,50.02706877,0.874677326,0.629163226,2.60577E-09
HEATR5A,50.03102396,-0.674592861,0.699529431,2.60577E-09
ZNF358,50.04840393,-0.489180613,0.837038885,2.60577E-09
YDJC,50.04934261,0.160052152,0.982889789,2.60577E-09
SH3PXD2A,50.06686392,0.426045249,0.949924402,2.60577E-09
TPGS1,50.07409255,-0.024354806,0.998893905,2.60577E-09
REXO4,50.08021489,-0.555131961,0.876405645,2.60577E-09
FARSB,50.08203677,-0.498386581,0.842185787,2.60577E-09
RTL10,50.11500253,-0.170108302,0.963854743,2.60577E-09
ZNF512,50.13884041,-0.534193197,0.794271895,2.60577E-09
APEX2,50.17241433,-1.638548492,0.080798837,2.60577E-09
PGM2,50.20627702,-0.502905841,0.813180272,2.60577E-09
TMEM19,50.25427099,0.725739888,0.672725577,2.60577E-09
CLP1,50.26286993,0.266608637,0.949750452,2.60577E-09
BDH1,50.27050906,-0.125773111,0.977014724,2.60577E-09
TMEM250,50.28060777,0.61378086,0.732043418,2.60577E-09
ATOX1,50.28087712,-0.070414199,0.974025388,2.60577E-09
PDK2,50.28943149,-0.140103689,0.991692293,2.60577E-09
CAAP1,50.29825567,0.04575333,0.997774725,2.60577E-09
ERI1,50.3541938,1.080333953,0.440100602,2.60577E-09
GMPPA,50.3643684,-0.077945515,0.992482503,2.60577E-09
AHCYL2,50.37928986,-0.591873696,0.736328166,2.60577E-09
INCENP,50.38164803,0.630628758,0.77037046,2.60577E-09
GPR89A,50.40549167,-0.361140449,0.959276176,2.60577E-09
GEN1,50.4617163,-0.344191677,0.870512194,2.60577E-09
ENSG00000309525,50.4705733,2.066006548,0.06796568,2.60577E-09
ZNF570,50.50195851,0.697029328,0.746925535,2.60577E-09
SNORA12,50.51624189,0.392444578,0.841402966,2.60577E-09
BTF3L4,50.51709246,-0.493351148,0.878556751,2.60577E-09
LINC00612,50.53289574,0.853613217,0.611299466,2.60577E-09
ZNF81,50.54411766,-0.287036587,0.86743518,2.60577E-09
ENSG00000267379,50.54646635,-0.962742242,0.531358542,2.60577E-09
ARMC6,50.5489532,-0.311843529,0.87500339,2.60577E-09
L3MBTL4,50.57278248,0.107578519,0.968573315,2.60577E-09
RBM5.AS1,50.57884367,-0.217477964,0.972512188,2.60577E-09
SLC36A1,50.5930081,0.294277262,0.879800094,2.60577E-09
DYNLT3,50.59654396,0.005310168,0.998712162,2.60577E-09
STOML2,50.61548078,0.411660468,0.91115342,2.60577E-09
GLA,50.62007036,0.603548862,0.83327484,2.60577E-09
ABHD5,50.63897313,0.564447938,0.86410093,2.60577E-09
ZNF567,50.65632917,-0.603487557,0.831413866,2.60577E-09
NEK6,50.66224822,-1.138486151,0.392737798,2.60577E-09
NDUFA6,50.68525293,-0.060351082,0.988890094,2.60577E-09
SLX1B.SULT1A4,50.68996234,0.883543865,0.766370426,2.60577E-09
EEF1A1P3,50.72399718,-0.065934662,0.995742278,2.60577E-09
TBCEL,50.72876104,-0.058367212,0.996978884,2.60577E-09
DESI1,50.74063904,0.042008562,0.984131125,2.60577E-09
ACACB,50.74967765,0.757302809,0.635148028,2.60577E-09
TALDO1,50.76137041,0.151936417,0.96650606,2.60577E-09
GABRB3,50.76491854,-0.696206681,0.707848422,2.60577E-09
TBC1D22B,50.78681896,0.035347022,0.998840996,2.60577E-09
SNHG9,50.82446049,0.29610825,0.872986553,2.60577E-09
RABIF,50.82626155,1.123684282,0.424589634,2.60577E-09
EMC2,50.84140841,-1.019514512,0.486949771,2.60577E-09
UST,50.87574463,-1.474845776,0.234819451,2.60577E-09
FAHD2A,50.88945574,-0.12525574,0.961354089,2.60577E-09
BORCS7,50.90349979,-0.345459222,0.938651094,2.60577E-09
ENSG00000291077,50.90807479,-0.416553567,0.80058808,2.60577E-09
MIER2,50.92026313,-0.02919574,0.995944617,2.60577E-09
OXLD1,50.95390293,-0.187171844,0.968500109,2.60577E-09
ARMC1,50.95519585,0.132184537,0.983569952,2.60577E-09
FCGBP,50.96080146,-0.756267205,0.644858656,2.60577E-09
ENSG00000286185,50.97700262,0.593338806,0.731769112,2.60577E-09
ENSG00000290689,50.98951785,-2.402353995,0.062449965,2.60577E-09
IQCE,50.99833897,0.27592833,0.875277302,2.60577E-09
URB2,51.00590811,0.014021248,0.997354183,2.60577E-09
RCC1L,51.01063994,-0.065093619,0.997362383,2.60577E-09
MAP3K9,51.04803681,1.018524448,0.485601438,2.60577E-09
KIF16B,51.1072036,-0.088165632,0.972687109,2.60577E-09
OPA3,51.1195579,-0.47516009,0.905271377,2.60577E-09
MT2A,51.13648231,0.842588194,0.646557578,2.60577E-09
MMP25,51.16256499,-1.853145585,0.048023379,2.60577E-09
ENSG00000277801,51.17002905,-0.140724035,0.965908429,2.60577E-09
GTF2H2C,51.17581519,0.600804383,0.740191067,2.60577E-09
NAXD,51.18112501,0.397284548,0.841337898,2.60577E-09
DCUN1D4,51.18300674,0.132640772,0.977820953,2.60577E-09
ENSG00000279179,51.18506767,0.302059952,0.968373901,2.60577E-09
NAB2,51.19523009,0.55067685,0.903610128,2.60577E-09
ENSG00000291113,51.19663566,0.523991974,0.866767846,2.60577E-09
ZNF213.AS1,51.23090961,-0.401200371,0.938209718,2.60577E-09
PAGR1,51.26187383,0.222563669,0.994656051,2.60577E-09
TADA1,51.27395556,-0.296287491,0.972187276,2.60577E-09
DHCR24,51.29492581,1.581751832,0.192478009,2.60577E-09
ZNF557,51.34580763,5.13E-04,0.99999157,2.60577E-09
SDHD,51.34643201,-0.181337986,0.970471586,2.60577E-09
ZNF845,51.35949872,-0.053552374,0.992264698,2.60577E-09
EXOC6B,51.39048816,0.282009563,0.932082973,2.60577E-09
ENSG00000259553,51.39740787,-0.448321455,0.918929004,2.60577E-09
ZNF615,51.40470024,0.563926884,0.796410559,2.60577E-09
ARHGAP15.AS1,51.41408515,-0.69615937,0.740601016,2.60577E-09
DCUN1D2,51.42861583,0.290065551,0.956118867,2.60577E-09
HSPBAP1,51.42953542,-0.248880358,0.940132369,2.60577E-09
TPTEP1,51.43363497,-0.641557584,0.720770699,2.60577E-09
UXS1,51.43883721,-0.506404969,0.840125568,2.60577E-09
ACO1,51.46390473,0.718385112,0.779711596,2.60577E-09
EMC8,51.46919873,-0.488467988,0.889126717,2.60577E-09
BRI3BP,51.47640116,0.196585723,0.946231103,2.60577E-09
CPOX,51.47766991,-0.736376046,0.67917409,2.60577E-09
TPCN2,51.52972821,-0.583830221,0.754777904,2.60577E-09
RPS10.NUDT3,51.54682094,-0.736910519,0.80081377,2.60577E-09
ACVR2A,51.5708354,-1.24845836,0.265420103,2.60577E-09
SNAP47,51.60857583,0.77151722,0.717297237,2.60577E-09
SEC61G,51.63201139,0.505090346,0.80498621,2.60577E-09
TTC28,51.64337551,0.404825132,0.87846795,2.60577E-09
BLOC1S3,51.64442481,1.966843999,0.040646394,2.60577E-09
ELP5,51.6821787,0.36007543,0.924659052,2.60577E-09
ZNF511,51.68963092,0.092516151,0.997587487,2.60577E-09
MRI1,51.70012749,-1.030119024,0.480511377,2.60577E-09
STRN3,51.70402366,-0.533139311,0.907896166,2.60577E-09
CUEDC2,51.73116191,0.106596451,0.991059707,2.60577E-09
MSH2,51.73695211,0.130404165,0.973894971,2.60577E-09
CHROMR,51.75453512,-0.832802597,0.668107643,2.60577E-09
GTPBP8,51.75870248,-0.774176742,0.688359653,2.60577E-09
ANKRD23,51.78419234,0.986737103,0.51381223,2.60577E-09
ELF3.AS1,51.786541,0.214099728,0.987276021,2.60577E-09
NLRX1,51.79247713,0.085216013,0.989474795,2.60577E-09
NAT9,51.82107604,-0.445613585,0.913791316,2.60577E-09
IQCH.AS1,51.87248668,-1.440751178,0.286497643,2.60577E-09
SMAGP,51.88250702,0.975385362,0.523956737,2.60577E-09
GIMAP2,51.90365442,-0.208693156,0.964799988,2.60577E-09
NIPSNAP1,51.90410538,-0.282242305,0.981382026,2.60577E-09
STX8,51.90454596,0.786069427,0.68518784,2.60577E-09
PKNOX1,51.90955115,0.204989754,0.939488976,2.60577E-09
SPIRE1,51.91373809,-1.947894955,0.044451014,2.60577E-09
CCDC28B,51.93974974,0.629854382,0.745748336,2.60577E-09
ABHD18,51.94505013,-0.54381498,0.911583777,2.60577E-09
NPIPB15,51.97298455,0.205407238,0.977220168,2.60577E-09
NEDD8,51.99293391,0.810763989,0.678153343,2.60577E-09
ENSG00000274425,51.99681773,-0.10593184,0.987715028,2.60577E-09
CDC23,51.99786508,-0.341160714,0.917368171,2.60577E-09
ADCK2,52.00112503,0.57719729,0.872552544,2.60577E-09
PSMD14,52.00278501,0.01093756,0.999735344,2.60577E-09
UMPS,52.00546295,-1.464679289,0.274138435,2.60577E-09
NUTF2,52.02119659,-0.206302877,0.948159481,2.60577E-09
ZNF836,52.02158635,-1.09455423,0.431564279,2.60577E-09
G6PC3,52.02726367,-0.434368986,0.921429201,2.60577E-09
CD84,52.06774968,-0.908140812,0.559942583,2.60577E-09
PRORP,52.07276072,-0.282291801,0.890445112,2.60577E-09
NIPBL.DT,52.08753737,-0.549311041,0.754755424,2.60577E-09
ZNF579,52.10305611,-0.144399517,0.993785439,2.60577E-09
ENSG00000293000,52.11108997,2.09850887,0.121300767,2.60577E-09
TRIP4,52.11495068,0.289908886,0.908709788,2.60577E-09
SCARNA9,52.1152099,-0.91915125,0.578489072,2.60577E-09
RALGPS1,52.12541738,-0.242899893,0.950373985,2.60577E-09
PEX6,52.12731312,-0.149329404,0.977353804,2.60577E-09
PAK1,52.16648992,-0.755902642,0.689911275,2.60577E-09
TTC7B,52.17596955,0.565881805,0.728133493,2.60577E-09
COX7A2,52.19131769,8.01E-04,0.999974955,2.60577E-09
ENSG00000219928,52.19196313,-0.458388898,0.843282034,2.60577E-09
SLC66A3,52.19385207,0.005534535,0.99919825,2.60577E-09
SFXN5,52.19927632,-0.074290582,0.996740208,2.60577E-09
SOCS5,52.21948916,0.013385659,0.998247433,2.60577E-09
ZNF433.AS1,52.22343401,-0.346617773,0.843218476,2.60577E-09
ENSG00000293486,52.24680992,-1.227424205,0.323378348,2.60577E-09
FLCN,52.28872432,-0.04814298,0.982529372,2.60577E-09
ENSG00000271254,52.29243435,0.364166197,0.893234584,2.60577E-09
PRKCZ,52.32137567,-0.148902135,0.942553969,2.60577E-09
EARS2,52.40016886,-0.653806491,0.752468802,2.60577E-09
NHEJ1,52.41860652,0.631774291,0.711440182,2.60577E-09
FADS3,52.42837824,-0.31095896,0.912142359,2.60577E-09
ENSG00000290833,52.42993519,0.245203281,0.921867292,2.60577E-09
CLIP2,52.47796639,0.95054793,0.538275575,2.60577E-09
TUSC2,52.49615304,-0.138709222,0.98738817,2.60577E-09
ATP6V1F,52.50117574,0.891053391,0.612592431,2.60577E-09
SLC50A1,52.55518112,-0.477014209,0.815515854,2.60577E-09
RASA4,52.56369604,0.097955212,0.960817056,2.60577E-09
MTIF2,52.56847176,-0.812301445,0.700700014,2.60577E-09
TTLL4,52.56858144,-0.047013058,0.980352068,2.60577E-09
C15orf40,52.58410025,-0.171928969,0.962988362,2.60577E-09
ENSG00000248769,52.60225675,0.063784415,0.979261703,2.60577E-09
CEP131,52.62958289,0.132387219,0.969929169,2.60577E-09
SUV39H1,52.66534248,0.697316548,0.760079433,2.60577E-09
NMI,52.66895733,-0.373313557,0.958794947,2.60577E-09
RIPOR3,52.67386107,0.179061566,0.927073371,2.60577E-09
TIMM17B,52.69531654,0.221007742,0.977154437,2.60577E-09
ENSG00000289340,52.70377455,0.461864584,0.908575994,2.60577E-09
ENSG00000275807,52.7165835,0.015230441,0.999332633,2.60577E-09
NSUN6,52.74838789,-1.448405738,0.107955941,2.60577E-09
ENSG00000256591,52.75679189,-1.235818147,0.413354086,2.60577E-09
ENSG00000271581,52.76081153,0.120123532,0.947681778,2.60577E-09
DTD1,52.76510089,0.056946141,0.983497243,2.60577E-09
MUTYH,52.77098617,-0.065373037,0.989312543,2.60577E-09
ENSG00000289424,52.78861087,-0.770345471,0.695017057,2.60577E-09
MICOS10,52.81870841,0.690160101,0.774875918,2.60577E-09
HINFP,52.8302275,-0.180430813,0.977351243,2.60577E-09
CYP2R1,52.8691143,0.485369138,0.891842091,2.60577E-09
PPP1R8,52.9362171,0.222575952,0.97780519,2.60577E-09
ARSD,52.95684313,0.682129266,0.746806346,2.60577E-09
HSBP1,52.96180182,0.132149824,0.976111562,2.60577E-09
OTUD7B,52.96884864,0.399153638,0.961135683,2.60577E-09
FIS1,52.98549397,0.215929363,0.977881013,2.60577E-09
JKAMP,52.99778414,-0.765034615,0.701274102,2.60577E-09
ENSG00000262265,52.99870399,-0.199860072,0.984614127,2.60577E-09
ZNF852,53.01012361,-0.325396488,0.940754709,2.60577E-09
PTOV1.AS2,53.02852768,0.145542296,0.986369273,2.60577E-09
PYROXD2,53.0303748,-0.212421563,0.951334542,2.60577E-09
GCFC2,53.0648795,-0.007516425,0.99788684,2.60577E-09
WDR12,53.07620849,-0.736091187,0.647676912,2.60577E-09
SIGLEC17P,53.07891785,-0.896231625,0.607087453,2.60577E-09
ENSG00000289138,53.10179185,-0.173727942,0.960189103,2.60577E-09
CCDC25,53.11010558,0.47708911,0.892728833,2.60577E-09
SLC25A35,53.12204869,0.723522936,0.691791942,2.60577E-09
MAP2K6,53.14555782,-0.76527056,0.669870989,2.60577E-09
SNORA8,53.17506274,1.065471713,0.465408675,2.60577E-09
ZNF707,53.1764273,-0.075216541,0.988860196,2.60577E-09
MGAT2,53.17825514,1.245997802,0.323630571,2.60577E-09
ENSG00000290578,53.1915147,0.666673886,0.678719052,2.60577E-09
RANGRF,53.20995875,0.037774194,0.998450643,2.60577E-09
ZIC3,53.21772532,0.285511199,0.909310348,2.60577E-09
ZNF79,53.23141567,0.543691918,0.821671829,2.60577E-09
ZNF568,53.23663888,-0.138288304,0.941483559,2.60577E-09
SCNM1,53.25370407,0.271122881,0.990726948,2.60577E-09
MRPL22,53.25649562,0.319522374,0.968137615,2.60577E-09
HS1BP3,53.29258864,0.349845381,0.920909407,2.60577E-09
OTUD6B,53.30862662,-0.602923015,0.797961753,2.60577E-09
TMEM107,53.3326194,1.054196638,0.466787866,2.60577E-09
DMAC2L,53.34319068,0.492678761,0.922914469,2.60577E-09
AK5,53.36416216,1.100768444,0.453851118,2.60577E-09
ENSG00000300506,53.37669255,-0.690339593,0.766191535,2.60577E-09
PLA2G12A,53.38516597,2.427732964,0.063286199,2.60577E-09
AKR7A2,53.41720234,0.356080614,0.932034518,2.60577E-09
TXNDC15,53.4348182,0.474937714,0.841628801,2.60577E-09
ENSG00000244055,53.45305411,-0.028732451,0.98710232,2.60577E-09
POLA1,53.46451795,-0.434701942,0.852158745,2.60577E-09
SH3BP5L,53.50470324,0.41773337,0.91881063,2.60577E-09
DNAJC17,53.50593096,0.107164676,0.986476571,2.60577E-09
CROCCP3,53.51695083,-0.276930838,0.89424905,2.60577E-09
ENSG00000293104,53.55337035,-0.426604517,0.921386282,2.60577E-09
FBXL4,53.58797848,-0.827154853,0.671025865,2.60577E-09
TNFAIP1,53.63685501,0.246034923,0.94231058,2.60577E-09
CORO1C,53.65731908,0.279683476,0.964956442,2.60577E-09
SFT2D1,53.67586424,0.712678205,0.728164651,2.60577E-09
ENSG00000290728,53.71229098,-0.122321217,0.975391827,2.60577E-09
NKIRAS1,53.72978182,0.206515762,0.97803877,2.60577E-09
RASSF1.AS1,53.73236421,0.829923775,0.628965392,2.60577E-09
ALG2,53.73587953,-0.333431229,0.977605802,2.60577E-09
ZNF25,53.73794394,-0.09151228,0.992404681,2.60577E-09
VAMP7.1,53.75043843,-1.209773508,0.591525674,2.60577E-09
ENSG00000276570,53.76320521,6.32E-04,0.999959895,2.60577E-09
ADNP.AS1,53.76718001,0.044177079,0.996478125,2.60577E-09
ENSG00000237669,53.7837877,1.201001997,0.355726742,2.60577E-09
EIF5A2,53.8424189,1.884419364,0.061479244,2.60577E-09
CCDC159,53.85982729,0.194940766,0.986664404,2.60577E-09
ETAA1,53.86784721,0.092605196,0.992612724,2.60577E-09
ZCCHC17,53.88902673,0.903990071,0.583638773,2.60577E-09
ADI1,53.91189827,-0.304542793,0.961817439,2.60577E-09
TUT1,53.91343462,-0.246271072,0.977218473,2.60577E-09
C5orf22,53.91619802,-0.202683868,0.94370194,2.60577E-09
POLR2J2,53.91631284,-0.467829386,0.783838355,2.60577E-09
ENSG00000307273,53.93539852,-0.244437615,0.971369319,2.60577E-09
COG7,53.93991687,0.074113195,0.996688023,2.60577E-09
ECHDC1,53.96887109,0.62535158,0.746829245,2.60577E-09
SPATS2,53.98416968,1.115650509,0.419576599,2.60577E-09
NDUFA12,53.99970353,0.92002734,0.568567852,2.60577E-09
SDHAF2,54.00391272,0.558985656,0.883770333,2.60577E-09
YIPF5,54.0078199,0.100499278,0.982932809,2.60577E-09
GPR68,54.01185615,-1.303444474,0.148626044,2.60577E-09
BBS9,54.01896666,-0.023258306,0.996920099,2.60577E-09
PFDN1,54.04490262,0.317525173,0.893752562,2.60577E-09
SDF2,54.06253364,0.292675479,0.984351985,2.60577E-09
ABCC4,54.09154005,-1.541485799,0.259582009,2.60577E-09
INO80B,54.09418524,0.076672029,0.991645111,2.60577E-09
DPP9.AS1,54.09443481,0.298391549,0.965025609,2.60577E-09
UTP6,54.09470756,-0.361369295,0.93650646,2.60577E-09
ASCC1,54.13604461,-0.201957138,0.961966605,2.60577E-09
ENSG00000280649,54.17179347,-0.235293569,0.931287144,2.60577E-09
ENSG00000287342,54.18640751,1.053515054,0.504288261,2.60577E-09
NEMP1,54.19769964,0.501458652,0.921719843,2.60577E-09
NBPF3,54.20449658,0.851878663,0.58914121,2.60577E-09
HS2ST1,54.22998776,0.616683238,0.730155121,2.60577E-09
CHPF,54.24846008,-2.94E-04,0.99999351,2.60577E-09
CRYZL1,54.25267219,-0.513618347,0.868689821,2.60577E-09
MFSD1,54.26398746,-0.229015164,0.933821299,2.60577E-09
FOSL2.AS1,54.2711387,-0.225939447,0.969501978,2.60577E-09
CABP4,54.28155272,-0.400985095,0.92208292,2.60577E-09
C11orf54,54.28481963,0.075981335,0.992923666,2.60577E-09
PLEKHA5,54.28811107,-0.405165447,0.967359592,2.60577E-09
TRMT44,54.29794699,-0.245777263,0.950121214,2.60577E-09
PFAS,54.30626257,-0.331155081,0.900745342,2.60577E-09
COX15,54.31119118,-0.495332522,0.779492782,2.60577E-09
ZBTB47.AS1,54.32094129,0.301759684,0.97091837,2.60577E-09
ZNF286A,54.3298076,-0.181716125,0.945876406,2.60577E-09
ZNG1E,54.36127236,-1.37798534,0.189827379,2.60577E-09
SCAI,54.40147333,-0.368096462,0.910175421,2.60577E-09
ZNF510,54.42452943,-0.002541225,0.999123217,2.60577E-09
CTBP1.AS,54.47708692,0.530206312,0.836474328,2.60577E-09
SLC17A5,54.49356175,0.889942052,0.590268238,2.60577E-09
AARS1,54.50023584,0.715118983,0.695097587,2.60577E-09
SIGLEC7,54.50363002,0.832920288,0.640249514,2.60577E-09
CGRRF1,54.51321572,-1.174520603,0.363781075,2.60577E-09
SLC4A8,54.52176419,-0.200482433,0.94655907,2.60577E-09
PGM2L1,54.53210715,-0.256740918,0.92223667,2.60577E-09
MORC2,54.56324811,-0.803469046,0.683114409,2.60577E-09
NAALADL1,54.58588548,0.544472621,0.88322635,2.60577E-09
CDK4,54.59069319,0.666159047,0.682178267,2.60577E-09
WASH6P,54.59586443,-0.795389799,0.657479051,2.60577E-09
ENSG00000226087,54.60791803,0.895596956,0.592583039,2.60577E-09
HINT3,54.61495909,0.221676895,0.98351024,2.60577E-09
HAX1,54.61515757,-0.311963867,0.959206469,2.60577E-09
KLHL26,54.66162987,0.231930309,0.967931301,2.60577E-09
PHF13,54.66737928,-0.300390008,0.974776731,2.60577E-09
SCMH1,54.69154801,-1.694286595,0.094233055,2.60577E-09
ZNF197,54.72888624,-0.879538075,0.628802186,2.60577E-09
EVA1C,54.74004872,0.181965919,0.97965502,2.60577E-09
DOCK8.AS2,54.75212294,-0.389775266,0.817667103,2.60577E-09
ENSG00000261208,54.77959667,-1.39404461,0.106660547,2.60577E-09
CEP43,54.7942047,-0.374078276,0.899070732,2.60577E-09
BLM,54.80319298,-1.357608304,0.228033644,2.60577E-09
DHCR7,54.81262889,1.059919372,0.435866923,2.60577E-09
ENSG00000290576,54.85040255,-0.583216695,0.752068085,2.60577E-09
